   MONTH       DAY      YEAR      HOUR  AVG TEMP  
                                   CST         F  
       1         1      2012       100      56.2  
       1         1      2012       200      57.3  
       1         1      2012       300      56.4  
       1         1      2012       400      54.3  
       1         1      2012       500      52.3  
       1         1      2012       600      50.2  
       1         1      2012       700      48.6  
       1         1      2012       800      46.7  
       1         1      2012       900      46.3  
       1         1      2012      1000      47.4  
       1         1      2012      1100      49.1  
       1         1      2012      1200      50.3  
       1         1      2012      1300      51.4  
       1         1      2012      1400      52.2  
       1         1      2012      1500      52.1  
       1         1      2012      1600      50.9  
       1         1      2012      1700      48.5  
       1         1      2012      1800      44.2  
       1         1      2012      1900      41.5  
       1         1      2012      2000      43.2  
       1         1      2012      2100      37.5  
       1         1      2012      2200      37.6  
       1         1      2012      2300      38.9  
       1         1      2012      2400      37.2  
       1         2      2012       100      35.7  
       1         2      2012       200      34.0  
       1         2      2012       300      32.5  
       1         2      2012       400      32.8  
       1         2      2012       500      32.2  
       1         2      2012       600      30.6  
       1         2      2012       700      29.9  
       1         2      2012       800      29.7  
       1         2      2012       900      32.0  
       1         2      2012      1000      32.9  
       1         2      2012      1100      33.8  
       1         2      2012      1200      34.8  
       1         2      2012      1300      36.0  
       1         2      2012      1400      36.6  
       1         2      2012      1500      36.9  
       1         2      2012      1600      36.4  
       1         2      2012      1700      34.7  
       1         2      2012      1800      32.7  
       1         2      2012      1900      31.5  
       1         2      2012      2000      30.2  
       1         2      2012      2100      27.1  
       1         2      2012      2200      26.4  
       1         2      2012      2300      25.7  
       1         2      2012      2400      23.2  
       1         3      2012       100      22.1  
       1         3      2012       200      21.5  
       1         3      2012       300      20.6  
       1         3      2012       400      20.1  
       1         3      2012       500      19.3  
       1         3      2012       600      19.0  
       1         3      2012       700      18.7  
       1         3      2012       800      19.6  
       1         3      2012       900      23.4  
       1         3      2012      1000      26.1  
       1         3      2012      1100      28.0  
       1         3      2012      1200      29.9  
       1         3      2012      1300      31.8  
       1         3      2012      1400      33.0  
       1         3      2012      1500      34.1  
       1         3      2012      1600      34.2  
       1         3      2012      1700      33.1  
       1         3      2012      1800      31.0  
       1         3      2012      1900      30.1  
       1         3      2012      2000      28.5  
       1         3      2012      2100      27.3  
       1         3      2012      2200      28.8  
       1         3      2012      2300      28.2  
       1         3      2012      2400      26.2  
       1         4      2012       100      29.3  
       1         4      2012       200      29.8  
       1         4      2012       300      31.5  
       1         4      2012       400      31.5  
       1         4      2012       500      31.5  
       1         4      2012       600      33.4  
       1         4      2012       700      34.0  
       1         4      2012       800      33.9  
       1         4      2012       900      36.3  
       1         4      2012      1000      38.9  
       1         4      2012      1100      41.3  
       1         4      2012      1200      43.3  
       1         4      2012      1300      45.4  
       1         4      2012      1400      47.4  
       1         4      2012      1500      48.4  
       1         4      2012      1600      48.9  
       1         4      2012      1700      45.9  
       1         4      2012      1800      43.0  
       1         4      2012      1900      39.2  
       1         4      2012      2000      37.1  
       1         4      2012      2100      37.9  
       1         4      2012      2200      36.5  
       1         4      2012      2300      34.2  
       1         4      2012      2400      35.0  
       1         5      2012       100      34.3  
       1         5      2012       200      32.5  
       1         5      2012       300      32.5  
       1         5      2012       400      31.7  
       1         5      2012       500      32.4  
       1         5      2012       600      28.6  
       1         5      2012       700      27.5  
       1         5      2012       800      30.1  
       1         5      2012       900      37.0  
       1         5      2012      1000      43.0  
       1         5      2012      1100      47.2  
       1         5      2012      1200      49.2  
       1         5      2012      1300      52.3  
       1         5      2012      1400      55.3  
       1         5      2012      1500      56.9  
       1         5      2012      1600      56.5  
       1         5      2012      1700      53.1  
       1         5      2012      1800      49.5  
       1         5      2012      1900      47.4  
       1         5      2012      2000      47.9  
       1         5      2012      2100      48.4  
       1         5      2012      2200      48.1  
       1         5      2012      2300      47.1  
       1         5      2012      2400      45.2  
       1         6      2012       100      43.2  
       1         6      2012       200      41.4  
       1         6      2012       300      40.4  
       1         6      2012       400      40.2  
       1         6      2012       500      40.3  
       1         6      2012       600      39.0  
       1         6      2012       700      40.0  
       1         6      2012       800      41.2  
       1         6      2012       900      44.8  
       1         6      2012      1000      50.3  
       1         6      2012      1100      54.4  
       1         6      2012      1200      58.8  
       1         6      2012      1300      61.1  
       1         6      2012      1400      63.0  
       1         6      2012      1500      63.7  
       1         6      2012      1600      63.1  
       1         6      2012      1700      61.1  
       1         6      2012      1800      58.7  
       1         6      2012      1900      56.7  
       1         6      2012      2000      56.4  
       1         6      2012      2100      58.2  
       1         6      2012      2200      57.0  
       1         6      2012      2300      55.4  
       1         6      2012      2400      54.0  
       1         7      2012       100      52.8  
       1         7      2012       200      51.8  
       1         7      2012       300      50.3  
       1         7      2012       400      47.1  
       1         7      2012       500      45.8  
       1         7      2012       600      44.1  
       1         7      2012       700      42.3  
       1         7      2012       800      41.6  
       1         7      2012       900      42.7  
       1         7      2012      1000      44.3  
       1         7      2012      1100      46.4  
       1         7      2012      1200      49.8  
       1         7      2012      1300      52.0  
       1         7      2012      1400      54.2  
       1         7      2012      1500      54.9  
       1         7      2012      1600      54.4  
       1         7      2012      1700      49.7  
       1         7      2012      1800      46.0  
       1         7      2012      1900      45.1  
       1         7      2012      2000      43.3  
       1         7      2012      2100      41.6  
       1         7      2012      2200      41.9  
       1         7      2012      2300      41.5  
       1         7      2012      2400      42.4  
       1         8      2012       100      41.7  
       1         8      2012       200      40.7  
       1         8      2012       300      39.7  
       1         8      2012       400      39.7  
       1         8      2012       500      40.5  
       1         8      2012       600      38.4  
       1         8      2012       700      35.4  
       1         8      2012       800      35.3  
       1         8      2012       900      38.0  
       1         8      2012      1000      42.5  
       1         8      2012      1100      45.7  
       1         8      2012      1200      48.6  
       1         8      2012      1300      49.9  
       1         8      2012      1400      50.3  
       1         8      2012      1500      50.1  
       1         8      2012      1600      49.6  
       1         8      2012      1700      48.7  
       1         8      2012      1800      46.5  
       1         8      2012      1900      46.1  
       1         8      2012      2000      45.7  
       1         8      2012      2100      45.4  
       1         8      2012      2200      44.7  
       1         8      2012      2300      43.9  
       1         8      2012      2400      42.2  
       1         9      2012       100      42.0  
       1         9      2012       200      41.2  
       1         9      2012       300      41.0  
       1         9      2012       400      41.4  
       1         9      2012       500      41.4  
       1         9      2012       600      41.4  
       1         9      2012       700      40.9  
       1         9      2012       800      39.1  
       1         9      2012       900      40.6  
       1         9      2012      1000      42.3  
       1         9      2012      1100      46.0  
       1         9      2012      1200      49.0  
       1         9      2012      1300      50.8  
       1         9      2012      1400      52.2  
       1         9      2012      1500      52.3  
       1         9      2012      1600      51.5  
       1         9      2012      1700      49.2  
       1         9      2012      1800      45.8  
       1         9      2012      1900      43.0  
       1         9      2012      2000      39.7  
       1         9      2012      2100      38.2  
       1         9      2012      2200      35.7  
       1         9      2012      2300      35.9  
       1         9      2012      2400      34.7  
       1        10      2012       100      32.5  
       1        10      2012       200      32.2  
       1        10      2012       300      30.7  
       1        10      2012       400      31.9  
       1        10      2012       500      31.0  
       1        10      2012       600      30.7  
       1        10      2012       700      31.9  
       1        10      2012       800      32.9  
       1        10      2012       900      34.6  
       1        10      2012      1000      39.1  
       1        10      2012      1100      46.5  
       1        10      2012      1200      48.9  
       1        10      2012      1300      50.9  
       1        10      2012      1400      53.7  
       1        10      2012      1500      54.0  
       1        10      2012      1600      52.8  
       1        10      2012      1700      50.7  
       1        10      2012      1800      49.1  
       1        10      2012      1900      44.7  
       1        10      2012      2000      43.1  
       1        10      2012      2100      43.8  
       1        10      2012      2200      43.9  
       1        10      2012      2300      43.9  
       1        10      2012      2400      44.4  
       1        11      2012       100      44.2  
       1        11      2012       200      43.9  
       1        11      2012       300      44.2  
       1        11      2012       400      44.5  
       1        11      2012       500      44.4  
       1        11      2012       600      44.2  
       1        11      2012       700      43.6  
       1        11      2012       800      42.8  
       1        11      2012       900      43.0  
       1        11      2012      1000      43.1  
       1        11      2012      1100      43.8  
       1        11      2012      1200      44.0  
       1        11      2012      1300      44.5  
       1        11      2012      1400      45.1  
       1        11      2012      1500      46.1  
       1        11      2012      1600      46.3  
       1        11      2012      1700      46.7  
       1        11      2012      1800      45.6  
       1        11      2012      1900      43.2  
       1        11      2012      2000      42.2  
       1        11      2012      2100      43.0  
       1        11      2012      2200      43.7  
       1        11      2012      2300      43.8  
       1        11      2012      2400      43.1  
       1        12      2012       100      44.6  
       1        12      2012       200      43.1  
       1        12      2012       300      40.5  
       1        12      2012       400      39.5  
       1        12      2012       500      39.4  
       1        12      2012       600      36.5  
       1        12      2012       700      30.6  
       1        12      2012       800      28.5  
       1        12      2012       900      28.5  
       1        12      2012      1000      27.4  
       1        12      2012      1100      26.3  
       1        12      2012      1200      26.4  
       1        12      2012      1300      26.8  
       1        12      2012      1400      27.2  
       1        12      2012      1500      26.8  
       1        12      2012      1600      25.4  
       1        12      2012      1700      26.2  
       1        12      2012      1800      25.8  
       1        12      2012      1900      25.1  
       1        12      2012      2000      24.4  
       1        12      2012      2100      23.6  
       1        12      2012      2200      23.0  
       1        12      2012      2300      23.3  
       1        12      2012      2400      23.8  
       1        13      2012       100      24.3  
       1        13      2012       200      24.6  
       1        13      2012       300      24.3  
       1        13      2012       400      22.9  
       1        13      2012       500      22.2  
       1        13      2012       600      21.6  
       1        13      2012       700      20.5  
       1        13      2012       800      21.5  
       1        13      2012       900      24.8  
       1        13      2012      1000      26.5  
       1        13      2012      1100      27.4  
       1        13      2012      1200      28.5  
       1        13      2012      1300      29.5  
       1        13      2012      1400      30.7  
       1        13      2012      1500      32.0  
       1        13      2012      1600      32.4  
       1        13      2012      1700      32.2  
       1        13      2012      1800      29.9  
       1        13      2012      1900      28.5  
       1        13      2012      2000      28.2  
       1        13      2012      2100      27.9  
       1        13      2012      2200      27.5  
       1        13      2012      2300      25.8  
       1        13      2012      2400      25.3  
       1        14      2012       100      24.0  
       1        14      2012       200      24.6  
       1        14      2012       300      24.1  
       1        14      2012       400      25.2  
       1        14      2012       500      24.5  
       1        14      2012       600      27.2  
       1        14      2012       700      27.7  
       1        14      2012       800      28.0  
       1        14      2012       900      30.1  
       1        14      2012      1000      32.4  
       1        14      2012      1100      34.6  
       1        14      2012      1200      39.3  
       1        14      2012      1300      41.0  
       1        14      2012      1400      42.3  
       1        14      2012      1500      43.9  
       1        14      2012      1600      45.2  
       1        14      2012      1700      43.5  
       1        14      2012      1800      38.1  
       1        14      2012      1900      35.6  
       1        14      2012      2000      34.2  
       1        14      2012      2100      32.3  
       1        14      2012      2200      30.4  
       1        14      2012      2300      29.2  
       1        14      2012      2400      28.1  
       1        15      2012       100      26.8  
       1        15      2012       200      25.7  
       1        15      2012       300      23.7  
       1        15      2012       400      23.3  
       1        15      2012       500      22.9  
       1        15      2012       600      23.6  
       1        15      2012       700      23.7  
       1        15      2012       800      24.9  
       1        15      2012       900      30.0  
       1        15      2012      1000      33.2  
       1        15      2012      1100      35.9  
       1        15      2012      1200      38.1  
       1        15      2012      1300      40.6  
       1        15      2012      1400      42.8  
       1        15      2012      1500      44.4  
       1        15      2012      1600      45.0  
       1        15      2012      1700      42.7  
       1        15      2012      1800      36.5  
       1        15      2012      1900      35.3  
       1        15      2012      2000      35.1  
       1        15      2012      2100      36.8  
       1        15      2012      2200      40.0  
       1        15      2012      2300      40.1  
       1        15      2012      2400      42.6  
       1        16      2012       100      43.2  
       1        16      2012       200      42.0  
       1        16      2012       300      44.0  
       1        16      2012       400      49.4  
       1        16      2012       500      50.7  
       1        16      2012       600      51.0  
       1        16      2012       700      51.4  
       1        16      2012       800      53.2  
       1        16      2012       900      54.3  
       1        16      2012      1000      54.5  
       1        16      2012      1100      54.8  
       1        16      2012      1200      55.1  
       1        16      2012      1300      55.1  
       1        16      2012      1400      56.2  
       1        16      2012      1500      59.9  
       1        16      2012      1600      61.3  
       1        16      2012      1700      62.0  
       1        16      2012      1800      59.1  
       1        16      2012      1900      58.6  
       1        16      2012      2000      60.5  
       1        16      2012      2100      63.7  
       1        16      2012      2200      63.7  
       1        16      2012      2300      62.7  
       1        16      2012      2400      63.2  
       1        17      2012       100      63.7  
       1        17      2012       200      64.5  
       1        17      2012       300      64.8  
       1        17      2012       400      64.2  
       1        17      2012       500      63.4  
       1        17      2012       600      63.0  
       1        17      2012       700      63.3  
       1        17      2012       800      63.6  
       1        17      2012       900      63.9  
       1        17      2012      1000      56.9  
       1        17      2012      1100      55.2  
       1        17      2012      1200      51.8  
       1        17      2012      1300      47.9  
       1        17      2012      1400      44.9  
       1        17      2012      1500      42.4  
       1        17      2012      1600      39.7  
       1        17      2012      1700      36.0  
       1        17      2012      1800      34.2  
       1        17      2012      1900      32.8  
       1        17      2012      2000      32.4  
       1        17      2012      2100      31.2  
       1        17      2012      2200      30.1  
       1        17      2012      2300      28.8  
       1        17      2012      2400      28.3  
       1        18      2012       100      27.9  
       1        18      2012       200      27.7  
       1        18      2012       300      27.2  
       1        18      2012       400      26.8  
       1        18      2012       500      26.1  
       1        18      2012       600      25.2  
       1        18      2012       700      23.9  
       1        18      2012       800      23.5  
       1        18      2012       900      24.8  
       1        18      2012      1000      26.4  
       1        18      2012      1100      28.0  
       1        18      2012      1200      29.5  
       1        18      2012      1300      30.7  
       1        18      2012      1400      32.3  
       1        18      2012      1500      33.1  
       1        18      2012      1600      32.7  
       1        18      2012      1700      32.4  
       1        18      2012      1800      31.3  
       1        18      2012      1900      30.1  
       1        18      2012      2000      28.7  
       1        18      2012      2100      28.5  
       1        18      2012      2200      27.7  
       1        18      2012      2300      27.0  
       1        18      2012      2400      28.7  
       1        19      2012       100      29.0  
       1        19      2012       200      30.2  
       1        19      2012       300      30.4  
       1        19      2012       400      31.7  
       1        19      2012       500      32.4  
       1        19      2012       600      32.9  
       1        19      2012       700      32.7  
       1        19      2012       800      32.9  
       1        19      2012       900      33.6  
       1        19      2012      1000      36.3  
       1        19      2012      1100      39.0  
       1        19      2012      1200      41.8  
       1        19      2012      1300      45.5  
       1        19      2012      1400      48.1  
       1        19      2012      1500      49.0  
       1        19      2012      1600      48.4  
       1        19      2012      1700      47.1  
       1        19      2012      1800      43.4  
       1        19      2012      1900      43.1  
       1        19      2012      2000      41.4  
       1        19      2012      2100      39.0  
       1        19      2012      2200      36.4  
       1        19      2012      2300      33.8  
       1        19      2012      2400      32.5  
       1        20      2012       100      31.9  
       1        20      2012       200      31.6  
       1        20      2012       300      31.2  
       1        20      2012       400      30.8  
       1        20      2012       500      30.6  
       1        20      2012       600      30.6  
       1        20      2012       700      30.7  
       1        20      2012       800      31.3  
       1        20      2012       900      31.9  
       1        20      2012      1000      34.0  
       1        20      2012      1100      36.9  
       1        20      2012      1200      38.5  
       1        20      2012      1300      39.9  
       1        20      2012      1400      41.4  
       1        20      2012      1500      42.3  
       1        20      2012      1600      42.9  
       1        20      2012      1700      43.4  
       1        20      2012      1800      43.2  
       1        20      2012      1900      42.8  
       1        20      2012      2000      41.9  
       1        20      2012      2100      40.4  
       1        20      2012      2200      38.3  
       1        20      2012      2300      35.9  
       1        20      2012      2400      35.1  
       1        21      2012       100      34.4  
       1        21      2012       200      33.5  
       1        21      2012       300      32.4  
       1        21      2012       400      31.7  
       1        21      2012       500      30.2  
       1        21      2012       600      28.8  
       1        21      2012       700      28.4  
       1        21      2012       800      28.4  
       1        21      2012       900      28.3  
       1        21      2012      1000      28.2  
       1        21      2012      1100      28.8  
       1        21      2012      1200      30.0  
       1        21      2012      1300      31.5  
       1        21      2012      1400      32.6  
       1        21      2012      1500      33.3  
       1        21      2012      1600      33.4  
       1        21      2012      1700      33.4  
       1        21      2012      1800      32.9  
       1        21      2012      1900      32.9  
       1        21      2012      2000      32.7  
       1        21      2012      2100      32.5  
       1        21      2012      2200      32.7  
       1        21      2012      2300      33.1  
       1        21      2012      2400      33.5  
       1        22      2012       100      33.7  
       1        22      2012       200      34.0  
       1        22      2012       300      34.4  
       1        22      2012       400      34.8  
       1        22      2012       500      34.8  
       1        22      2012       600      35.2  
       1        22      2012       700      35.5  
       1        22      2012       800      35.9  
       1        22      2012       900      36.7  
       1        22      2012      1000      38.4  
       1        22      2012      1100      41.0  
       1        22      2012      1200      43.2  
       1        22      2012      1300      46.0  
       1        22      2012      1400      49.9  
       1        22      2012      1500      54.3  
       1        22      2012      1600      56.4  
       1        22      2012      1700      57.0  
       1        22      2012      1800      58.4  
       1        22      2012      1900      60.2  
       1        22      2012      2000      61.4  
       1        22      2012      2100      62.9  
       1        22      2012      2200      58.7  
       1        22      2012      2300      54.3  
       1        22      2012      2400      56.6  
       1        23      2012       100      57.8  
       1        23      2012       200      57.9  
       1        23      2012       300      58.8  
       1        23      2012       400      57.9  
       1        23      2012       500      53.4  
       1        23      2012       600      48.2  
       1        23      2012       700      45.4  
       1        23      2012       800      43.6  
       1        23      2012       900      43.8  
       1        23      2012      1000      44.8  
       1        23      2012      1100      45.9  
       1        23      2012      1200      47.2  
       1        23      2012      1300      48.2  
       1        23      2012      1400      48.9  
       1        23      2012      1500      50.0  
       1        23      2012      1600      50.5  
       1        23      2012      1700      49.4  
       1        23      2012      1800      46.9  
       1        23      2012      1900      45.2  
       1        23      2012      2000      44.8  
       1        23      2012      2100      43.5  
       1        23      2012      2200      41.3  
       1        23      2012      2300      39.3  
       1        23      2012      2400      37.9  
       1        24      2012       100      37.1  
       1        24      2012       200      36.3  
       1        24      2012       300      35.0  
       1        24      2012       400      33.0  
       1        24      2012       500      33.8  
       1        24      2012       600      33.2  
       1        24      2012       700      32.3  
       1        24      2012       800      32.8  
       1        24      2012       900      35.9  
       1        24      2012      1000      38.7  
       1        24      2012      1100      41.9  
       1        24      2012      1200      44.8  
       1        24      2012      1300      46.6  
       1        24      2012      1400      48.6  
       1        24      2012      1500      49.9  
       1        24      2012      1600      49.7  
       1        24      2012      1700      48.9  
       1        24      2012      1800      46.3  
       1        24      2012      1900      42.9  
       1        24      2012      2000      40.2  
       1        24      2012      2100      39.3  
       1        24      2012      2200      38.9  
       1        24      2012      2300      38.8  
       1        24      2012      2400      38.1  
       1        25      2012       100      37.4  
       1        25      2012       200      36.5  
       1        25      2012       300      36.0  
       1        25      2012       400      36.5  
       1        25      2012       500      36.5  
       1        25      2012       600      36.3  
       1        25      2012       700      36.0  
       1        25      2012       800      35.5  
       1        25      2012       900      35.8  
       1        25      2012      1000      36.7  
       1        25      2012      1100      37.4  
       1        25      2012      1200      37.5  
       1        25      2012      1300      38.1  
       1        25      2012      1400      38.9  
       1        25      2012      1500      39.5  
       1        25      2012      1600      39.9  
       1        25      2012      1700      39.9  
       1        25      2012      1800      39.7  
       1        25      2012      1900      39.7  
       1        25      2012      2000      39.6  
       1        25      2012      2100      39.8  
       1        25      2012      2200      39.8  
       1        25      2012      2300      39.8  
       1        25      2012      2400      39.8  
       1        26      2012       100      40.7  
       1        26      2012       200      41.0  
       1        26      2012       300      40.5  
       1        26      2012       400      40.7  
       1        26      2012       500      40.6  
       1        26      2012       600      40.5  
       1        26      2012       700      40.1  
       1        26      2012       800      40.5  
       1        26      2012       900      40.4  
       1        26      2012      1000      39.9  
       1        26      2012      1100      40.2  
       1        26      2012      1200      40.9  
       1        26      2012      1300      42.1  
       1        26      2012      1400      42.4  
       1        26      2012      1500      41.2  
       1        26      2012      1600      41.1  
       1        26      2012      1700      40.6  
       1        26      2012      1800      40.2  
       1        26      2012      1900      40.3  
       1        26      2012      2000      40.1  
       1        26      2012      2100      40.5  
       1        26      2012      2200      40.4  
       1        26      2012      2300      39.9  
       1        26      2012      2400      38.5  
       1        27      2012       100      36.7  
       1        27      2012       200      35.5  
       1        27      2012       300      34.7  
       1        27      2012       400      33.7  
       1        27      2012       500      32.7  
       1        27      2012       600      33.0  
       1        27      2012       700      31.9  
       1        27      2012       800      32.4  
       1        27      2012       900      35.6  
       1        27      2012      1000      38.7  
       1        27      2012      1100      39.4  
       1        27      2012      1200      40.6  
       1        27      2012      1300      42.3  
       1        27      2012      1400      43.5  
       1        27      2012      1500      44.0  
       1        27      2012      1600      44.8  
       1        27      2012      1700      44.5  
       1        27      2012      1800      43.0  
       1        27      2012      1900      42.1  
       1        27      2012      2000      41.5  
       1        27      2012      2100      41.4  
       1        27      2012      2200      40.9  
       1        27      2012      2300      40.6  
       1        27      2012      2400      40.4  
       1        28      2012       100      40.9  
       1        28      2012       200      40.3  
       1        28      2012       300      41.7  
       1        28      2012       400      42.4  
       1        28      2012       500      41.4  
       1        28      2012       600      38.2  
       1        28      2012       700      35.8  
       1        28      2012       800      34.7  
       1        28      2012       900      36.0  
       1        28      2012      1000      37.2  
       1        28      2012      1100      39.2  
       1        28      2012      1200      41.0  
       1        28      2012      1300      42.9  
       1        28      2012      1400      44.2  
       1        28      2012      1500      45.1  
       1        28      2012      1600      45.2  
       1        28      2012      1700      45.1  
       1        28      2012      1800      42.3  
       1        28      2012      1900      38.1  
       1        28      2012      2000      38.2  
       1        28      2012      2100      37.7  
       1        28      2012      2200      35.5  
       1        28      2012      2300      34.8  
       1        28      2012      2400      34.1  
       1        29      2012       100      33.1  
       1        29      2012       200      33.0  
       1        29      2012       300      34.1  
       1        29      2012       400      34.9  
       1        29      2012       500      34.6  
       1        29      2012       600      33.8  
       1        29      2012       700      33.3  
       1        29      2012       800      34.4  
       1        29      2012       900      37.5  
       1        29      2012      1000      41.3  
       1        29      2012      1100      43.8  
       1        29      2012      1200      46.3  
       1        29      2012      1300      48.2  
       1        29      2012      1400      50.5  
       1        29      2012      1500      52.0  
       1        29      2012      1600      52.4  
       1        29      2012      1700      50.5  
       1        29      2012      1800      46.8  
       1        29      2012      1900      42.7  
       1        29      2012      2000      40.6  
       1        29      2012      2100      39.6  
       1        29      2012      2200      39.4  
       1        29      2012      2300      41.6  
       1        29      2012      2400      40.5  
       1        30      2012       100      40.7  
       1        30      2012       200      39.7  
       1        30      2012       300      38.9  
       1        30      2012       400      38.5  
       1        30      2012       500      38.3  
       1        30      2012       600      38.5  
       1        30      2012       700      39.5  
       1        30      2012       800      39.9  
       1        30      2012       900      44.4  
       1        30      2012      1000      49.6  
       1        30      2012      1100      53.1  
       1        30      2012      1200      55.8  
       1        30      2012      1300      58.2  
       1        30      2012      1400      58.8  
       1        30      2012      1500      59.0  
       1        30      2012      1600      59.4  
       1        30      2012      1700      58.0  
       1        30      2012      1800      55.8  
       1        30      2012      1900      54.8  
       1        30      2012      2000      54.5  
       1        30      2012      2100      52.4  
       1        30      2012      2200      51.6  
       1        30      2012      2300      51.5  
       1        30      2012      2400      50.4  
       1        31      2012       100      51.3  
       1        31      2012       200      50.2  
       1        31      2012       300      49.1  
       1        31      2012       400      48.6  
       1        31      2012       500      47.9  
       1        31      2012       600      48.0  
       1        31      2012       700      48.9  
       1        31      2012       800      50.0  
       1        31      2012       900      51.6  
       1        31      2012      1000      53.0  
       1        31      2012      1100      54.2  
       1        31      2012      1200      55.3  
       1        31      2012      1300      59.0  
       1        31      2012      1400      59.8  
       1        31      2012      1500      58.8  
       1        31      2012      1600      57.5  
       1        31      2012      1700      58.0  
       1        31      2012      1800      58.1  
       1        31      2012      1900      57.7  
       1        31      2012      2000      58.8  
       1        31      2012      2100      58.5  
       1        31      2012      2200      58.0  
       1        31      2012      2300      56.8  
       1        31      2012      2400      55.9  
       2         1      2012       100      55.2  
       2         1      2012       200      54.9  
       2         1      2012       300      55.3  
       2         1      2012       400      55.0  
       2         1      2012       500      53.4  
       2         1      2012       600      51.8  
       2         1      2012       700      50.4  
       2         1      2012       800      52.1  
       2         1      2012       900      54.5  
       2         1      2012      1000      55.2  
       2         1      2012      1100      55.8  
       2         1      2012      1200      56.3  
       2         1      2012      1300      56.4  
       2         1      2012      1400      56.1  
       2         1      2012      1500      57.6  
       2         1      2012      1600      59.0  
       2         1      2012      1700      58.7  
       2         1      2012      1800      57.1  
       2         1      2012      1900      55.8  
       2         1      2012      2000      54.6  
       2         1      2012      2100      53.5  
       2         1      2012      2200      50.7  
       2         1      2012      2300      47.8  
       2         1      2012      2400      46.0  
       2         2      2012       100      45.2  
       2         2      2012       200      43.8  
       2         2      2012       300      41.5  
       2         2      2012       400      39.6  
       2         2      2012       500      39.7  
       2         2      2012       600      38.5  
       2         2      2012       700      38.0  
       2         2      2012       800      40.0  
       2         2      2012       900      44.7  
       2         2      2012      1000      49.3  
       2         2      2012      1100      52.6  
       2         2      2012      1200      55.8  
       2         2      2012      1300      58.5  
       2         2      2012      1400      60.4  
       2         2      2012      1500      61.3  
       2         2      2012      1600      60.7  
       2         2      2012      1700      57.6  
       2         2      2012      1800      53.3  
       2         2      2012      1900      50.4  
       2         2      2012      2000      48.7  
       2         2      2012      2100      46.4  
       2         2      2012      2200      43.9  
       2         2      2012      2300      42.4  
       2         2      2012      2400      41.9  
       2         3      2012       100      42.4  
       2         3      2012       200      41.5  
       2         3      2012       300      40.5  
       2         3      2012       400      40.4  
       2         3      2012       500      40.3  
       2         3      2012       600      40.6  
       2         3      2012       700      40.5  
       2         3      2012       800      41.2  
       2         3      2012       900      45.0  
       2         3      2012      1000      48.0  
       2         3      2012      1100      50.2  
       2         3      2012      1200      52.1  
       2         3      2012      1300      52.9  
       2         3      2012      1400      52.4  
       2         3      2012      1500      49.8  
       2         3      2012      1600      48.4  
       2         3      2012      1700      48.6  
       2         3      2012      1800      48.9  
       2         3      2012      1900      49.1  
       2         3      2012      2000      49.6  
       2         3      2012      2100      50.0  
       2         3      2012      2200      50.6  
       2         3      2012      2300      51.5  
       2         3      2012      2400      53.2  
       2         4      2012       100      52.8  
       2         4      2012       200      53.3  
       2         4      2012       300      54.2  
       2         4      2012       400      54.2  
       2         4      2012       500      53.2  
       2         4      2012       600      53.0  
       2         4      2012       700      52.8  
       2         4      2012       800      52.7  
       2         4      2012       900      53.5  
       2         4      2012      1000      55.1  
       2         4      2012      1100      56.1  
       2         4      2012      1200      56.4  
       2         4      2012      1300      56.6  
       2         4      2012      1400      56.6  
       2         4      2012      1500      57.1  
       2         4      2012      1600      56.8  
       2         4      2012      1700      57.2  
       2         4      2012      1800      54.9  
       2         4      2012      1900      52.8  
       2         4      2012      2000      53.2  
       2         4      2012      2100      52.1  
       2         4      2012      2200      51.4  
       2         4      2012      2300      50.4  
       2         4      2012      2400      49.6  
       2         5      2012       100      48.7  
       2         5      2012       200      47.6  
       2         5      2012       300      47.2  
       2         5      2012       400      45.7  
       2         5      2012       500      45.6  
       2         5      2012       600      45.5  
       2         5      2012       700      45.6  
       2         5      2012       800      45.6  
       2         5      2012       900      45.6  
       2         5      2012      1000      45.4  
       2         5      2012      1100      45.1  
       2         5      2012      1200      44.8  
       2         5      2012      1300      44.9  
       2         5      2012      1400      44.5  
       2         5      2012      1500      44.8  
       2         5      2012      1600      44.6  
       2         5      2012      1700      43.7  
       2         5      2012      1800      43.2  
       2         5      2012      1900      42.5  
       2         5      2012      2000      42.4  
       2         5      2012      2100      42.4  
       2         5      2012      2200      42.2  
       2         5      2012      2300      41.8  
       2         5      2012      2400      41.3  
       2         6      2012       100      40.0  
       2         6      2012       200      38.6  
       2         6      2012       300      36.5  
       2         6      2012       400      34.9  
       2         6      2012       500      33.7  
       2         6      2012       600      33.3  
       2         6      2012       700      32.2  
       2         6      2012       800      32.9  
       2         6      2012       900      36.6  
       2         6      2012      1000      40.8  
       2         6      2012      1100      44.5  
       2         6      2012      1200      46.8  
       2         6      2012      1300      48.0  
       2         6      2012      1400      48.8  
       2         6      2012      1500      49.3  
       2         6      2012      1600      50.2  
       2         6      2012      1700      49.8  
