MONTH       DAY      YEAR      HOUR       AVG  
                                           SOLAR  
                                            RAD.  
                                   CST  WATTS/M²  
       1         1      2012       100         0  
       1         1      2012       200         0  
       1         1      2012       300         0  
       1         1      2012       400         0  
       1         1      2012       500         0  
       1         1      2012       600         0  
       1         1      2012       700         0  
       1         1      2012       800        28  
       1         1      2012       900        96  
       1         1      2012      1000       258  
       1         1      2012      1100       386  
       1         1      2012      1200       439  
       1         1      2012      1300       441  
       1         1      2012      1400       388  
       1         1      2012      1500       288  
       1         1      2012      1600       145  
       1         1      2012      1700        32  
       1         1      2012      1800         0  
       1         1      2012      1900         0  
       1         1      2012      2000         0  
       1         1      2012      2100         0  
       1         1      2012      2200         0  
       1         1      2012      2300         0  
       1         1      2012      2400         0  
       1         2      2012       100         0  
       1         2      2012       200         0  
       1         2      2012       300         0  
       1         2      2012       400         0  
       1         2      2012       500         0  
       1         2      2012       600         0  
       1         2      2012       700         0  
       1         2      2012       800        36  
       1         2      2012       900       175  
       1         2      2012      1000       305  
       1         2      2012      1100       403  
       1         2      2012      1200       455  
       1         2      2012      1300       455  
       1         2      2012      1400       402  
       1         2      2012      1500       302  
       1         2      2012      1600       166  
       1         2      2012      1700        36  
       1         2      2012      1800         0  
       1         2      2012      1900         0  
       1         2      2012      2000         0  
       1         2      2012      2100         0  
       1         2      2012      2200         0  
       1         2      2012      2300         0  
       1         2      2012      2400         0  
       1         3      2012       100         0  
       1         3      2012       200         0  
       1         3      2012       300         0  
       1         3      2012       400         0  
       1         3      2012       500         0  
       1         3      2012       600         0  
       1         3      2012       700         0  
       1         3      2012       800        36  
       1         3      2012       900       173  
       1         3      2012      1000       304  
       1         3      2012      1100       400  
       1         3      2012      1200       451  
       1         3      2012      1300       451  
       1         3      2012      1400       398  
       1         3      2012      1500       300  
       1         3      2012      1600       165  
       1         3      2012      1700        36  
       1         3      2012      1800         0  
       1         3      2012      1900         0  
       1         3      2012      2000         0  
       1         3      2012      2100         0  
       1         3      2012      2200         0  
       1         3      2012      2300         0  
       1         3      2012      2400         0  
       1         4      2012       100         0  
       1         4      2012       200         0  
       1         4      2012       300         0  
       1         4      2012       400         0  
       1         4      2012       500         0  
       1         4      2012       600         0  
       1         4      2012       700         0  
       1         4      2012       800        26  
       1         4      2012       900       160  
       1         4      2012      1000       287  
       1         4      2012      1100       383  
       1         4      2012      1200       434  
       1         4      2012      1300       434  
       1         4      2012      1400       384  
       1         4      2012      1500       289  
       1         4      2012      1600       157  
       1         4      2012      1700        35  
       1         4      2012      1800         0  
       1         4      2012      1900         0  
       1         4      2012      2000         0  
       1         4      2012      2100         0  
       1         4      2012      2200         0  
       1         4      2012      2300         0  
       1         4      2012      2400         0  
       1         5      2012       100         0  
       1         5      2012       200         0  
       1         5      2012       300         0  
       1         5      2012       400         0  
       1         5      2012       500         0  
       1         5      2012       600         0  
       1         5      2012       700         0  
       1         5      2012       800        35  
       1         5      2012       900       165  
       1         5      2012      1000       292  
       1         5      2012      1100       386  
       1         5      2012      1200       436  
       1         5      2012      1300       436  
       1         5      2012      1400       388  
       1         5      2012      1500       293  
       1         5      2012      1600       162  
       1         5      2012      1700        37  
       1         5      2012      1800         0  
       1         5      2012      1900         0  
       1         5      2012      2000         0  
       1         5      2012      2100         0  
       1         5      2012      2200         0  
       1         5      2012      2300         0  
       1         5      2012      2400         0  
       1         6      2012       100         0  
       1         6      2012       200         0  
       1         6      2012       300         0  
       1         6      2012       400         0  
       1         6      2012       500         0  
       1         6      2012       600         0  
       1         6      2012       700         0  
       1         6      2012       800        35  
       1         6      2012       900       171  
       1         6      2012      1000       300  
       1         6      2012      1100       396  
       1         6      2012      1200       446  
       1         6      2012      1300       444  
       1         6      2012      1400       388  
       1         6      2012      1500       286  
       1         6      2012      1600       152  
       1         6      2012      1700        34  
       1         6      2012      1800         0  
       1         6      2012      1900         0  
       1         6      2012      2000         0  
       1         6      2012      2100         0  
       1         6      2012      2200         0  
       1         6      2012      2300         0  
       1         6      2012      2400         0  
       1         7      2012       100         0  
       1         7      2012       200         0  
       1         7      2012       300         0  
       1         7      2012       400         0  
       1         7      2012       500         0  
       1         7      2012       600         0  
       1         7      2012       700         0  
       1         7      2012       800        29  
       1         7      2012       900        78  
       1         7      2012      1000       178  
       1         7      2012      1100       229  
       1         7      2012      1200       431  
       1         7      2012      1300       382  
       1         7      2012      1400       392  
       1         7      2012      1500       298  
       1         7      2012      1600       166  
       1         7      2012      1700        33  
       1         7      2012      1800         0  
       1         7      2012      1900         0  
       1         7      2012      2000         0  
       1         7      2012      2100         0  
       1         7      2012      2200         0  
       1         7      2012      2300         0  
       1         7      2012      2400         0  
       1         8      2012       100         0  
       1         8      2012       200         0  
       1         8      2012       300         0  
       1         8      2012       400         0  
       1         8      2012       500         0  
       1         8      2012       600         0  
       1         8      2012       700         0  
       1         8      2012       800        15  
       1         8      2012       900       104  
       1         8      2012      1000       265  
       1         8      2012      1100       266  
       1         8      2012      1200       275  
       1         8      2012      1300       182  
       1         8      2012      1400       159  
       1         8      2012      1500        93  
       1         8      2012      1600        51  
       1         8      2012      1700        17  
       1         8      2012      1800         0  
       1         8      2012      1900         0  
       1         8      2012      2000         0  
       1         8      2012      2100         0  
       1         8      2012      2200         0  
       1         8      2012      2300         0  
       1         8      2012      2400         0  
       1         9      2012       100         0  
       1         9      2012       200         0  
       1         9      2012       300         0  
       1         9      2012       400         0  
       1         9      2012       500         0  
       1         9      2012       600         0  
       1         9      2012       700         0  
       1         9      2012       800        16  
       1         9      2012       900        76  
       1         9      2012      1000       174  
       1         9      2012      1100       383  
       1         9      2012      1200       433  
       1         9      2012      1300       443  
       1         9      2012      1400       329  
       1         9      2012      1500       187  
       1         9      2012      1600        93  
       1         9      2012      1700        26  
       1         9      2012      1800         0  
       1         9      2012      1900         0  
       1         9      2012      2000         0  
       1         9      2012      2100         0  
       1         9      2012      2200         0  
       1         9      2012      2300         0  
       1         9      2012      2400         0  
       1        10      2012       100         0  
       1        10      2012       200         0  
       1        10      2012       300         0  
       1        10      2012       400         0  
       1        10      2012       500         0  
       1        10      2012       600         0  
       1        10      2012       700         0  
       1        10      2012       800        19  
       1        10      2012       900        83  
       1        10      2012      1000       184  
       1        10      2012      1100       290  
       1        10      2012      1200       384  
       1        10      2012      1300       280  
       1        10      2012      1400       383  
       1        10      2012      1500       241  
       1        10      2012      1600       109  
       1        10      2012      1700        18  
       1        10      2012      1800         0  
       1        10      2012      1900         0  
       1        10      2012      2000         0  
       1        10      2012      2100         0  
       1        10      2012      2200         0  
       1        10      2012      2300         0  
       1        10      2012      2400         0  
       1        11      2012       100         0  
       1        11      2012       200         0  
       1        11      2012       300         0  
       1        11      2012       400         0  
       1        11      2012       500         0  
       1        11      2012       600         0  
       1        11      2012       700         0  
       1        11      2012       800         3  
       1        11      2012       900        33  
       1        11      2012      1000        64  
       1        11      2012      1100        87  
       1        11      2012      1200        93  
       1        11      2012      1300        51  
       1        11      2012      1400        58  
       1        11      2012      1500        64  
       1        11      2012      1600        41  
       1        11      2012      1700        21  
       1        11      2012      1800         0  
       1        11      2012      1900         0  
       1        11      2012      2000         0  
       1        11      2012      2100         0  
       1        11      2012      2200         0  
       1        11      2012      2300         0  
       1        11      2012      2400         0  
       1        12      2012       100         0  
       1        12      2012       200         0  
       1        12      2012       300         0  
       1        12      2012       400         0  
       1        12      2012       500         0  
       1        12      2012       600         0  
       1        12      2012       700         0  
       1        12      2012       800         8  
       1        12      2012       900        64  
       1        12      2012      1000        70  
       1        12      2012      1100       109  
       1        12      2012      1200       206  
       1        12      2012      1300       174  
       1        12      2012      1400       111  
       1        12      2012      1500       128  
       1        12      2012      1600        75  
       1        12      2012      1700        18  
       1        12      2012      1800         0  
       1        12      2012      1900         0  
       1        12      2012      2000         0  
       1        12      2012      2100         0  
       1        12      2012      2200         0  
       1        12      2012      2300         0  
       1        12      2012      2400         0  
       1        13      2012       100         0  
       1        13      2012       200         0  
       1        13      2012       300         0  
       1        13      2012       400         0  
       1        13      2012       500         0  
       1        13      2012       600         0  
       1        13      2012       700         0  
       1        13      2012       800        33  
       1        13      2012       900       166  
       1        13      2012      1000       289  
       1        13      2012      1100       367  
       1        13      2012      1200       469  
       1        13      2012      1300       443  
       1        13      2012      1400       429  
       1        13      2012      1500       331  
       1        13      2012      1600       197  
       1        13      2012      1700        68  
       1        13      2012      1800         1  
       1        13      2012      1900         0  
       1        13      2012      2000         0  
       1        13      2012      2100         0  
       1        13      2012      2200         0  
       1        13      2012      2300         0  
       1        13      2012      2400         0  
       1        14      2012       100         0  
       1        14      2012       200         0  
       1        14      2012       300         0  
       1        14      2012       400         0  
       1        14      2012       500         0  
       1        14      2012       600         0  
       1        14      2012       700         0  
       1        14      2012       800        28  
       1        14      2012       900       106  
       1        14      2012      1000       134  
       1        14      2012      1100       162  
       1        14      2012      1200       430  
       1        14      2012      1300       460  
       1        14      2012      1400       410  
       1        14      2012      1500       314  
       1        14      2012      1600       178  
       1        14      2012      1700        53  
       1        14      2012      1800         1  
       1        14      2012      1900         0  
       1        14      2012      2000         0  
       1        14      2012      2100         0  
       1        14      2012      2200         0  
       1        14      2012      2300         0  
       1        14      2012      2400         0  
       1        15      2012       100         0  
       1        15      2012       200         0  
       1        15      2012       300         0  
       1        15      2012       400         0  
       1        15      2012       500         0  
       1        15      2012       600         0  
       1        15      2012       700         0  
       1        15      2012       800        43  
       1        15      2012       900       183  
       1        15      2012      1000       305  
       1        15      2012      1100       407  
       1        15      2012      1200       464  
       1        15      2012      1300       467  
       1        15      2012      1400       421  
       1        15      2012      1500       326  
       1        15      2012      1600       166  
       1        15      2012      1700        56  
       1        15      2012      1800         1  
       1        15      2012      1900         0  
       1        15      2012      2000         0  
       1        15      2012      2100         0  
       1        15      2012      2200         0  
       1        15      2012      2300         0  
       1        15      2012      2400         0  
       1        16      2012       100         0  
       1        16      2012       200         0  
       1        16      2012       300         0  
       1        16      2012       400         0  
       1        16      2012       500         0  
       1        16      2012       600         0  
       1        16      2012       700         0  
       1        16      2012       800         6  
       1        16      2012       900        20  
       1        16      2012      1000        35  
       1        16      2012      1100        51  
       1        16      2012      1200        68  
       1        16      2012      1300        73  
       1        16      2012      1400        66  
       1        16      2012      1500        53  
       1        16      2012      1600        34  
       1        16      2012      1700        10  
       1        16      2012      1800         0  
       1        16      2012      1900         0  
       1        16      2012      2000         0  
       1        16      2012      2100         0  
       1        16      2012      2200         0  
       1        16      2012      2300         0  
       1        16      2012      2400         0  
       1        17      2012       100         0  
       1        17      2012       200         0  
       1        17      2012       300         0  
       1        17      2012       400         0  
       1        17      2012       500         0  
       1        17      2012       600         0  
       1        17      2012       700         0  
       1        17      2012       800        15  
       1        17      2012       900       123  
       1        17      2012      1000        63  
       1        17      2012      1100       367  
       1        17      2012      1200       375  
       1        17      2012      1300       281  
       1        17      2012      1400       437  
       1        17      2012      1500       294  
       1        17      2012      1600       196  
       1        17      2012      1700        60  
       1        17      2012      1800         1  
       1        17      2012      1900         0  
       1        17      2012      2000         0  
       1        17      2012      2100         0  
       1        17      2012      2200         0  
       1        17      2012      2300         0  
       1        17      2012      2400         0  
       1        18      2012       100         0  
       1        18      2012       200         0  
       1        18      2012       300         0  
       1        18      2012       400         0  
       1        18      2012       500         0  
       1        18      2012       600         0  
       1        18      2012       700         0  
       1        18      2012       800        36  
       1        18      2012       900       186  
       1        18      2012      1000       324  
       1        18      2012      1100       430  
       1        18      2012      1200       379  
       1        18      2012      1300       370  
       1        18      2012      1400       413  
       1        18      2012      1500       354  
       1        18      2012      1600       145  
       1        18      2012      1700        42  
       1        18      2012      1800         0  
       1        18      2012      1900         0  
       1        18      2012      2000         0  
       1        18      2012      2100         0  
       1        18      2012      2200         0  
       1        18      2012      2300         0  
       1        18      2012      2400         0  
       1        19      2012       100         0  
       1        19      2012       200         0  
       1        19      2012       300         0  
       1        19      2012       400         0  
       1        19      2012       500         0  
       1        19      2012       600         0  
       1        19      2012       700         0  
       1        19      2012       800        11  
       1        19      2012       900        84  
       1        19      2012      1000       191  
       1        19      2012      1100       283  
       1        19      2012      1200       372  
       1        19      2012      1300       445  
       1        19      2012      1400       419  
       1        19      2012      1500       316  
       1        19      2012      1600       178  
       1        19      2012      1700        57  
       1        19      2012      1800         1  
       1        19      2012      1900         0  
       1        19      2012      2000         0  
       1        19      2012      2100         0  
       1        19      2012      2200         0  
       1        19      2012      2300         0  
       1        19      2012      2400         0  
       1        20      2012       100         0  
       1        20      2012       200         0  
       1        20      2012       300         0  
       1        20      2012       400         0  
       1        20      2012       500         0  
       1        20      2012       600         0  
       1        20      2012       700         0  
       1        20      2012       800         5  
       1        20      2012       900        29  
       1        20      2012      1000       154  
       1        20      2012      1100       214  
       1        20      2012      1200       107  
       1        20      2012      1300       145  
       1        20      2012      1400        78  
       1        20      2012      1500        63  
       1        20      2012      1600        36  
       1        20      2012      1700        10  
       1        20      2012      1800         0  
       1        20      2012      1900         0  
       1        20      2012      2000         0  
       1        20      2012      2100         0  
       1        20      2012      2200         0  
       1        20      2012      2300         0  
       1        20      2012      2400         0  
       1        21      2012       100         0  
       1        21      2012       200         0  
       1        21      2012       300         0  
       1        21      2012       400         0  
       1        21      2012       500         0  
       1        21      2012       600         0  
       1        21      2012       700         0  
       1        21      2012       800         6  
       1        21      2012       900        43  
       1        21      2012      1000        70  
       1        21      2012      1100       132  
       1        21      2012      1200       189  
       1        21      2012      1300       219  
       1        21      2012      1400       191  
       1        21      2012      1500       144  
       1        21      2012      1600        89  
       1        21      2012      1700        26  
       1        21      2012      1800         1  
       1        21      2012      1900         0  
       1        21      2012      2000         0  
       1        21      2012      2100         0  
       1        21      2012      2200         0  
       1        21      2012      2300         0  
       1        21      2012      2400         0  
       1        22      2012       100         0  
       1        22      2012       200         0  
       1        22      2012       300         0  
       1        22      2012       400         0  
       1        22      2012       500         0  
       1        22      2012       600         0  
       1        22      2012       700         0  
       1        22      2012       800         4  
       1        22      2012       900        23  
       1        22      2012      1000        64  
       1        22      2012      1100        77  
       1        22      2012      1200        67  
       1        22      2012      1300       105  
       1        22      2012      1400        92  
       1        22      2012      1500        87  
       1        22      2012      1600        49  
       1        22      2012      1700        17  
       1        22      2012      1800         0  
       1        22      2012      1900         0  
       1        22      2012      2000         0  
       1        22      2012      2100         0  
       1        22      2012      2200         0  
       1        22      2012      2300         0  
       1        22      2012      2400         0  
       1        23      2012       100         0  
       1        23      2012       200         0  
       1        23      2012       300         0  
       1        23      2012       400         0  
       1        23      2012       500         0  
       1        23      2012       600         0  
       1        23      2012       700         0  
       1        23      2012       800        41  
       1        23      2012       900       178  
       1        23      2012      1000       310  
       1        23      2012      1100       412  
       1        23      2012      1200       443  
       1        23      2012      1300       404  
       1        23      2012      1400       326  
       1        23      2012      1500       322  
       1        23      2012      1600       220  
       1        23      2012      1700        77  
       1        23      2012      1800         2  
       1        23      2012      1900         0  
       1        23      2012      2000         0  
       1        23      2012      2100         0  
       1        23      2012      2200         0  
       1        23      2012      2300         0  
       1        23      2012      2400         0  
       1        24      2012       100         0  
       1        24      2012       200         0  
       1        24      2012       300         0  
       1        24      2012       400         0  
       1        24      2012       500         0  
       1        24      2012       600         0  
       1        24      2012       700         0  
       1        24      2012       800        44  
       1        24      2012       900       193  
       1        24      2012      1000       318  
       1        24      2012      1100       414  
       1        24      2012      1200       482  
       1        24      2012      1300       384  
       1        24      2012      1400       443  
       1        24      2012      1500       352  
       1        24      2012      1600       217  
       1        24      2012      1700        79  
       1        24      2012      1800         2  
       1        24      2012      1900         0  
       1        24      2012      2000         0  
       1        24      2012      2100         0  
       1        24      2012      2200         0  
       1        24      2012      2300         0  
       1        24      2012      2400         0  
       1        25      2012       100         0  
       1        25      2012       200         0  
       1        25      2012       300         0  
       1        25      2012       400         0  
       1        25      2012       500         0  
       1        25      2012       600         0  
       1        25      2012       700         0  
       1        25      2012       800         2  
       1        25      2012       900        37  
       1        25      2012      1000        42  
       1        25      2012      1100        57  
       1        25      2012      1200        52  
       1        25      2012      1300        47  
       1        25      2012      1400        75  
       1        25      2012      1500        67  
       1        25      2012      1600        42  
       1        25      2012      1700        19  
       1        25      2012      1800         1  
       1        25      2012      1900         0  
       1        25      2012      2000         0  
       1        25      2012      2100         0  
       1        25      2012      2200         0  
       1        25      2012      2300         0  
       1        25      2012      2400         0  
       1        26      2012       100         0  
       1        26      2012       200         0  
       1        26      2012       300         0  
       1        26      2012       400         0  
       1        26      2012       500         0  
       1        26      2012       600         0  
       1        26      2012       700         0  
       1        26      2012       800         6  
       1        26      2012       900        16  
       1        26      2012      1000        64  
       1        26      2012      1100        97  
       1        26      2012      1200       112  
       1        26      2012      1300        59  
       1        26      2012      1400        64  
       1        26      2012      1500        26  
       1        26      2012      1600        44  
       1        26      2012      1700        10  
       1        26      2012      1800         0  
       1        26      2012      1900         0  
       1        26      2012      2000         0  
       1        26      2012      2100         0  
       1        26      2012      2200         0  
       1        26      2012      2300         0  
       1        26      2012      2400         0  
       1        27      2012       100         0  
       1        27      2012       200         0  
       1        27      2012       300         0  
       1        27      2012       400         0  
       1        27      2012       500         0  
       1        27      2012       600         0  
       1        27      2012       700         0  
       1        27      2012       800        55  
       1        27      2012       900       190  
       1        27      2012      1000       310  
       1        27      2012      1100       362  
       1        27      2012      1200       381  
       1        27      2012      1300       395  
       1        27      2012      1400       245  
       1        27      2012      1500       185  
       1        27      2012      1600       122  
       1        27      2012      1700        29  
       1        27      2012      1800         1  
       1        27      2012      1900         0  
       1        27      2012      2000         0  
       1        27      2012      2100         0  
       1        27      2012      2200         0  
       1        27      2012      2300         0  
       1        27      2012      2400         0  
       1        28      2012       100         0  
       1        28      2012       200         0  
       1        28      2012       300         0  
       1        28      2012       400         0  
       1        28      2012       500         0  
       1        28      2012       600         0  
       1        28      2012       700         1  
       1        28      2012       800        62  
       1        28      2012       900       229  
       1        28      2012      1000       354  
       1        28      2012      1100       459  
       1        28      2012      1200       520  
       1        28      2012      1300       519  
       1        28      2012      1400       476  
       1        28      2012      1500       381  
       1        28      2012      1600       218  
       1        28      2012      1700        94  
       1        28      2012      1800         4  
       1        28      2012      1900         0  
       1        28      2012      2000         0  
       1        28      2012      2100         0  
       1        28      2012      2200         0  
       1        28      2012      2300         0  
       1        28      2012      2400         0  
       1        29      2012       100         0  
       1        29      2012       200         0  
       1        29      2012       300         0  
       1        29      2012       400         0  
       1        29      2012       500         0  
       1        29      2012       600         0  
       1        29      2012       700         1  
       1        29      2012       800        49  
       1        29      2012       900       199  
       1        29      2012      1000       340  
       1        29      2012      1100       447  
       1        29      2012      1200       506  
       1        29      2012      1300       510  
       1        29      2012      1400       458  
       1        29      2012      1500       340  
       1        29      2012      1600       243  
       1        29      2012      1700        92  
       1        29      2012      1800         4  
       1        29      2012      1900         0  
       1        29      2012      2000         0  
       1        29      2012      2100         0  
       1        29      2012      2200         0  
       1        29      2012      2300         0  
       1        29      2012      2400         0  
       1        30      2012       100         0  
       1        30      2012       200         0  
       1        30      2012       300         0  
       1        30      2012       400         0  
       1        30      2012       500         0  
       1        30      2012       600         0  
       1        30      2012       700         1  
       1        30      2012       800        50  
       1        30      2012       900       199  
       1        30      2012      1000       339  
       1        30      2012      1100       439  
       1        30      2012      1200       497  
       1        30      2012      1300       505  
       1        30      2012      1400       461  
       1        30      2012      1500       367  
       1        30      2012      1600       243  
       1        30      2012      1700        95  
       1        30      2012      1800         5  
       1        30      2012      1900         0  
       1        30      2012      2000         0  
       1        30      2012      2100         0  
       1        30      2012      2200         0  
       1        30      2012      2300         0  
       1        30      2012      2400         0  
       1        31      2012       100         0  
       1        31      2012       200         0  
       1        31      2012       300         0  
       1        31      2012       400         0  
       1        31      2012       500         0  
       1        31      2012       600         0  
       1        31      2012       700         0  
       1        31      2012       800         6  
       1        31      2012       900        24  
       1        31      2012      1000        49  
       1        31      2012      1100        79  
       1        31      2012      1200       190  
       1        31      2012      1300       182  
       1        31      2012      1400       123  
       1        31      2012      1500        45  
       1        31      2012      1600        40  
       1        31      2012      1700        19  
       1        31      2012      1800         2  
       1        31      2012      1900         0  
       1        31      2012      2000         0  
       1        31      2012      2100         0  
       1        31      2012      2200         0  
       1        31      2012      2300         0  
       1        31      2012      2400         0  
       2         1      2012       100         0  
       2         1      2012       200         0  
       2         1      2012       300         0  
       2         1      2012       400         0  
       2         1      2012       500         0  
       2         1      2012       600         0  
       2         1      2012       700         0  
       2         1      2012       800        22  
       2         1      2012       900        52  
       2         1      2012      1000       102  
       2         1      2012      1100       123  
       2         1      2012      1200       116  
       2         1      2012      1300        66  
       2         1      2012      1400        74  
       2         1      2012      1500       189  
       2         1      2012      1600       112  
       2         1      2012      1700        42  
       2         1      2012      1800         2  
       2         1      2012      1900         0  
       2         1      2012      2000         0  
       2         1      2012      2100         0  
       2         1      2012      2200         0  
       2         1      2012      2300         0  
       2         1      2012      2400         0  
       2         2      2012       100         0  
       2         2      2012       200         0  
       2         2      2012       300         0  
       2         2      2012       400         0  
       2         2      2012       500         0  
       2         2      2012       600         0  
       2         2      2012       700         1  
       2         2      2012       800        65  
       2         2      2012       900       212  
       2         2      2012      1000       352  
       2         2      2012      1100       459  
       2         2      2012      1200       520  
       2         2      2012      1300       531  
       2         2      2012      1400       466  
       2         2      2012      1500       362  
       2         2      2012      1600       187  
       2         2      2012      1700        70  
       2         2      2012      1800         5  
       2         2      2012      1900         0  
       2         2      2012      2000         0  
       2         2      2012      2100         0  
       2         2      2012      2200         0  
       2         2      2012      2300         0  
       2         2      2012      2400         0  
       2         3      2012       100         0  
       2         3      2012       200         0  
       2         3      2012       300         0  
       2         3      2012       400         0  
       2         3      2012       500         0  
       2         3      2012       600         0  
       2         3      2012       700         1  
       2         3      2012       800        32  
       2         3      2012       900       118  
       2         3      2012      1000       146  
       2         3      2012      1100       157  
       2         3      2012      1200       104  
       2         3      2012      1300       103  
       2         3      2012      1400        74  
       2         3      2012      1500        26  
       2         3      2012      1600        19  
       2         3      2012      1700        18  
       2         3      2012      1800         1  
       2         3      2012      1900         0  
       2         3      2012      2000         0  
       2         3      2012      2100         0  
       2         3      2012      2200         0  
       2         3      2012      2300         0  
       2         3      2012      2400         0  
       2         4      2012       100         0  
       2         4      2012       200         0  
       2         4      2012       300         0  
       2         4      2012       400         0  
       2         4      2012       500         0  
       2         4      2012       600         0  
       2         4      2012       700         0  
       2         4      2012       800        22  
       2         4      2012       900        81  
       2         4      2012      1000       114  
       2         4      2012      1100       113  
       2         4      2012      1200        97  
       2         4      2012      1300        52  
       2         4      2012      1400        80  
       2         4      2012      1500        60  
       2         4      2012      1600        66  
       2         4      2012      1700        77  
       2         4      2012      1800        10  
       2         4      2012      1900         0  
       2         4      2012      2000         0  
       2         4      2012      2100         0  
       2         4      2012      2200         0  
       2         4      2012      2300         0  
       2         4      2012      2400         0  
       2         5      2012       100         0  
       2         5      2012       200         0  
       2         5      2012       300         0  
       2         5      2012       400         0  
       2         5      2012       500         0  
       2         5      2012       600         0  
       2         5      2012       700         0  
       2         5      2012       800         9  
       2         5      2012       900        34  
       2         5      2012      1000        85  
       2         5      2012      1100        59  
       2         5      2012      1200        51  
       2         5      2012      1300       113  
       2         5      2012      1400        66  
       2         5      2012      1500        63  
       2         5      2012      1600        26  
       2         5      2012      1700        13  
       2         5      2012      1800         1  
       2         5      2012      1900         0  
       2         5      2012      2000         0  
       2         5      2012      2100         0  
       2         5      2012      2200         0  
       2         5      2012      2300         0  
       2         5      2012      2400         0  
       2         6      2012       100         0  
       2         6      2012       200         0  
       2         6      2012       300         0  
       2         6      2012       400         0  
       2         6      2012       500         0  
       2         6      2012       600         0  
       2         6      2012       700         1  
       2         6      2012       800        69  
       2         6      2012       900       224  
       2         6      2012      1000       366  
       2         6      2012      1100       474  
       2         6      2012      1200       536  
       2         6      2012      1300       540  
       2         6      2012      1400       495  
       2         6      2012      1500       402  
